content,label
Im just wondering does American Family Insurance protect your car from the weather,19
the roof of my car just flew off while I was driving on the highway you got that covered dont you,19
can someone else drive my car,19
How much are my passengers covered for,19
will my coverage pay for stuff like oil changes,19
a cat scratched my leather seats to shreds please tell my my insurance covers this kind of damage,19
I am looking to find out about my automobile coverage,19
I have a question about my auto policy,19
My  year old hit on a tree will it cover my policy,19
Elephant hit my cars front side is my car covered,19
How can I get more detailed information on my auto coverage,19
if my car is stolen am i insured,19
Is an oil leak covered,19
What happens if I hit a deer,19
Whats my auto coverage,19
What is the Physical Damage Coverage,19
How much does the people I had an accident get If injured,19
on policy  with the Nissan Altima the start date is not on  as I have chatted about this one time before The coverage should not start until March,19
Is my car insured if someone else not on my cover is driving,19
Do I need additional insurance for weather related accidents or am I covered for things like tree damage and water damage,19
what non accident things are covered,19
my niece spilled Sprite all over the steering wheel is it covered,19
Am I covered if my car is keyed at work,19
is my car covered if it is struck by lightning,19
If I hit an animal is it covered,19
We might be teaching our grandchild how to drive in our vehicle They have a learners permit If there were an accident would it be covered under our auto policy,19
I need to know if my auto coverage will cover a tree falling on my car,19
something landed on my car and I have a dent is it covered,19
I need to know what my auto coverage looks like,19
what are my auto policy exclusions,19
If someone breaks into my car will it covered,19
I need to know some information regarding my auto policy,19
can you pull up my auto covereage,19
my car is it covered neighbors tree dropped a branch,19
My car is in the swimming pool Is it covered,19
are there limits to my car insurance,19
dust water flowing on my car is my car covered,19
Can you help me figure out my auto coverage,19
My auto Policy covers only accidents or is there any other cover available,19
I backed into and damaged my garage door Does my policy cover that or do I use my homeowners policy,19
Will the auto cover remain same from year to year or will it change,19
I had an accident while running a red is it covered,19
If there is no claim will the auto coverage for the next change or will it remain same,19
Is it covered if my car gets damaged while towed,19
My stepdaughter will be driving our cars on vacation with us Is she covered under our insurance,19
I have my insurance with you guys it is in Windom MN with Jim Johnson Can insurance company suspend your drivers license in MN,19
